,Protein ID,plasma,type_x,liver,type_y,Gene name,Genename_ProteinID
8283,P04259,4.92,plasma,5.66,liver,KRT6B,KRT6B__P04259
8284,P80108,4.92,plasma,4.25,liver,GPLD1,GPLD1__P80108
8285,P09871,4.92,plasma,5.04,liver,C1S,C1S__P09871
8286,P62495,4.92,plasma,5.05,liver,P62495,P62495__P62495
8287,P02042,4.92,plasma,7.79,liver,HBD,HBD__P02042
8288,P12111,4.92,plasma,6.43,liver,COL6A3,COL6A3__P12111
8289,P43251,4.92,plasma,4.64,liver,BTD,BTD__P43251
8290,P80108,4.92,plasma,4.19,liver,GPLD1,GPLD1__P80108
8291,P0DJI8,4.92,plasma,5.11,liver,SAA1,SAA1__P0DJI8
8292,P07358,4.92,plasma,5.04,liver,C8B,C8B__P07358
8293,P05543,4.92,plasma,3.52,liver,SERPINA7,SERPINA7__P05543
8294,P13671,4.92,plasma,4.98,liver,C6,C6__P13671
8295,P80108,4.92,plasma,4.72,liver,GPLD1,GPLD1__P80108
8296,P69905,4.92,plasma,7.75,liver,HBA2,HBA2__P69905
8297,P43251,4.92,plasma,4.83,liver,BTD,BTD__P43251
8298,P43251,4.92,plasma,4.23,liver,BTD,BTD__P43251
8299,P02775,4.92,plasma,4.84,liver,PPBP,PPBP__P02775
8300,Q14520,4.92,plasma,4.34,liver,HABP2,HABP2__Q14520
8301,O75882,4.93,plasma,3.75,liver,ATRN,ATRN__O75882
8302,P62495,4.93,plasma,4.99,liver,P62495,P62495__P62495
8303,P08519,4.93,plasma,5.06,liver,LPA,LPA__P08519
8304,P01742,4.93,plasma,5.14,liver,IGHV1-69,IGHV1-69__P01742
8305,P00488,4.93,plasma,5.19,liver,F13A1,F13A1__P00488
8306,A6XND0,4.93,plasma,4.75,liver,IGFBP3,IGFBP3__A6XND0
8307,P10643,4.93,plasma,4.19,liver,C7,C7__P10643
8308,P40227,4.93,plasma,5.78,liver,CCT6A,CCT6A__P40227
8309,Q16610,4.93,plasma,4.57,liver,ECM1,ECM1__Q16610
8310,A0A087X1J7,4.93,plasma,4.72,liver,GPX3,GPX3__A0A087X1J7
8311,P18428,4.93,plasma,4.58,liver,LBP,LBP__P18428
8312,P69905,4.93,plasma,8.13,liver,HBA2,HBA2__P69905
8313,P0DJI8,4.93,plasma,5.1,liver,SAA1,SAA1__P0DJI8
8314,P06310,4.93,plasma,4.89,liver,P06310,P06310__P06310
8315,P02766,4.93,plasma,5.75,liver,TTR,TTR__P02766
8316,P61626,4.93,plasma,5.28,liver,LYZ,LYZ__P61626
8317,P61204,4.93,plasma,5.91,liver,ARF3;ARF1,ARF3;ARF1__P61204
8318,P01721,4.93,plasma,5.35,liver,IGLV6-57,IGLV6-57__P01721
8319,O75882,4.93,plasma,3.85,liver,ATRN,ATRN__O75882
8320,A6XND0,4.93,plasma,4.45,liver,IGFBP3,IGFBP3__A6XND0
8321,P62495,4.93,plasma,5.11,liver,P62495,P62495__P62495
8322,P69905,4.93,plasma,7.61,liver,HBA2,HBA2__P69905
8323,Q08380,4.93,plasma,5.31,liver,LGALS3BP,LGALS3BP__Q08380
8324,P07358,4.93,plasma,4.73,liver,C8B,C8B__P07358
8325,Q16610,4.93,plasma,4.46,liver,ECM1,ECM1__Q16610
8326,P02766,4.93,plasma,5.94,liver,TTR,TTR__P02766
8327,A0A182DWH7,4.93,plasma,5.04,liver,SELENOP,SELENOP__A0A182DWH7
8328,P07358,4.93,plasma,4.81,liver,C8B,C8B__P07358
8329,P05783,4.93,plasma,7.31,liver,P05783,P05783__P05783
8330,P07996,4.93,plasma,4.78,liver,THBS1,THBS1__P07996
8331,E9PHK0,4.93,plasma,4.96,liver,CLEC3B,CLEC3B__E9PHK0
8332,A0A0C4DH31,4.93,plasma,5.16,liver,IGHV1-18,IGHV1-18__A0A0C4DH31
8333,P02766,4.93,plasma,5.8,liver,TTR,TTR__P02766
8334,P0C0L4,4.93,plasma,5.7,liver,C4A,C4A__P0C0L4
8335,P80108,4.93,plasma,4.55,liver,GPLD1,GPLD1__P80108
8336,P10643,4.93,plasma,4.27,liver,C7,C7__P10643
8337,Q16610,4.93,plasma,4.51,liver,ECM1,ECM1__Q16610
8338,P16930,4.93,plasma,5.98,liver,FAH,FAH__P16930
8339,P18428,4.93,plasma,3.71,liver,LBP,LBP__P18428
8340,P13671,4.93,plasma,5.58,liver,C6,C6__P13671
8341,P80108,4.93,plasma,4.31,liver,GPLD1,GPLD1__P80108
8342,P40227,4.93,plasma,5.79,liver,CCT6A,CCT6A__P40227
8343,A0A0C4DH24,4.93,plasma,4.38,liver,IGKV6-21,IGKV6-21__A0A0C4DH24
8344,P43251,4.93,plasma,4.63,liver,BTD,BTD__P43251
8345,P02766,4.93,plasma,6.01,liver,TTR,TTR__P02766
8346,P02766,4.93,plasma,5.74,liver,TTR,TTR__P02766
8347,O75882,4.93,plasma,4.3,liver,ATRN,ATRN__O75882
8348,P01721,4.93,plasma,5.63,liver,IGLV6-57,IGLV6-57__P01721
8349,Q06033,4.93,plasma,4.31,liver,ITIH3,ITIH3__Q06033
8350,P00488,4.93,plasma,4.27,liver,F13A1,F13A1__P00488
8351,P29622,4.93,plasma,4.71,liver,SERPINA4,SERPINA4__P29622
8352,P80108,4.93,plasma,4.26,liver,GPLD1,GPLD1__P80108
8353,O14791,4.93,plasma,4.67,liver,APOL1,APOL1__O14791
8354,P02750,4.93,plasma,4.85,liver,LRG1,LRG1__P02750
8355,P01742,4.93,plasma,5.23,liver,IGHV1-69,IGHV1-69__P01742
8356,Q13790,4.93,plasma,4.35,liver,APOF,APOF__Q13790
8357,P07358,4.93,plasma,4.94,liver,C8B,C8B__P07358
8358,Q12805,4.94,plasma,5.45,liver,Q12805,Q12805__Q12805
8359,Q14520,4.94,plasma,4.42,liver,HABP2,HABP2__Q14520
8360,P80108,4.94,plasma,4.43,liver,GPLD1,GPLD1__P80108
8361,P69905,4.94,plasma,7.54,liver,HBA2,HBA2__P69905
8362,A0A0A0MTS7,4.94,plasma,5.31,liver,TTN,TTN__A0A0A0MTS7
8363,Q8WUD1,4.94,plasma,4.57,liver,RAB2B,RAB2B__Q8WUD1
8364,Q06033,4.94,plasma,4.41,liver,ITIH3,ITIH3__Q06033
8365,P06310,4.94,plasma,5.11,liver,P06310,P06310__P06310
8366,P05543,4.94,plasma,3.43,liver,SERPINA7,SERPINA7__P05543
8367,P12111,4.94,plasma,6.52,liver,COL6A3,COL6A3__P12111
8368,P43251,4.94,plasma,4.53,liver,BTD,BTD__P43251
8369,P07358,4.94,plasma,4.5,liver,C8B,C8B__P07358
8370,P05543,4.94,plasma,4.29,liver,SERPINA7,SERPINA7__P05543
8371,P69905,4.94,plasma,8.29,liver,HBA2,HBA2__P69905
8372,P01833,4.94,plasma,4.52,liver,PIGR,PIGR__P01833
8373,P40227,4.94,plasma,5.79,liver,CCT6A,CCT6A__P40227
8374,P01742,4.94,plasma,5.33,liver,IGHV1-69,IGHV1-69__P01742
8375,Q15811,4.94,plasma,4.65,liver,Q15811,Q15811__Q15811
8376,P06310,4.94,plasma,5.02,liver,P06310,P06310__P06310
8377,P02741,4.94,plasma,5.04,liver,CRP,CRP__P02741
8378,P80108,4.94,plasma,4.35,liver,GPLD1,GPLD1__P80108
8379,A0A182DWH7,4.94,plasma,5.27,liver,SELENOP,SELENOP__A0A182DWH7
8380,P08519,4.94,plasma,5.56,liver,LPA,LPA__P08519
8381,A0A182DWH7,4.94,plasma,5.09,liver,SELENOP,SELENOP__A0A182DWH7
8382,P12111,4.94,plasma,6.28,liver,COL6A3,COL6A3__P12111
8383,A0A182DWH7,4.94,plasma,4.94,liver,SELENOP,SELENOP__A0A182DWH7
8384,O75882,4.94,plasma,4.05,liver,ATRN,ATRN__O75882
8385,P00488,4.94,plasma,4.39,liver,F13A1,F13A1__P00488
8386,P10643,4.94,plasma,4.01,liver,C7,C7__P10643
8387,P80108,4.94,plasma,4.48,liver,GPLD1,GPLD1__P80108
8388,P02042,4.94,plasma,7.94,liver,HBD,HBD__P02042
8389,P00488,4.94,plasma,4.46,liver,F13A1,F13A1__P00488
8390,P05543,4.94,plasma,4.69,liver,SERPINA7,SERPINA7__P05543
8391,P61626,4.94,plasma,5.36,liver,LYZ,LYZ__P61626
8392,P06310,4.94,plasma,5.2,liver,P06310,P06310__P06310
8393,Q9Y5Y7,4.94,plasma,4.5,liver,LYVE1,LYVE1__Q9Y5Y7
8394,P29622,4.94,plasma,4.64,liver,SERPINA4,SERPINA4__P29622
8395,P29622,4.94,plasma,4.73,liver,SERPINA4,SERPINA4__P29622
8396,Q08380,4.94,plasma,5.07,liver,LGALS3BP,LGALS3BP__Q08380
8397,P29622,4.94,plasma,4.87,liver,SERPINA4,SERPINA4__P29622
8398,Q16610,4.94,plasma,4.83,liver,ECM1,ECM1__Q16610
8399,P00488,4.94,plasma,4.52,liver,F13A1,F13A1__P00488
8400,A0A0B4J1Y9,4.94,plasma,5.13,liver,IGHV3-72,IGHV3-72__A0A0B4J1Y9
8401,P08571,4.94,plasma,5.58,liver,CD14,CD14__P08571
8402,E9PHK0,4.94,plasma,4.69,liver,CLEC3B,CLEC3B__E9PHK0
8403,A0A0B4J1Y9,4.94,plasma,5.69,liver,IGHV3-72,IGHV3-72__A0A0B4J1Y9
8404,O14791,4.94,plasma,4.53,liver,APOL1,APOL1__O14791
8405,P13671,4.94,plasma,5.63,liver,C6,C6__P13671
8406,P01721,4.94,plasma,5.3,liver,IGLV6-57,IGLV6-57__P01721
8407,P13671,4.94,plasma,4.52,liver,C6,C6__P13671
8408,P07358,4.94,plasma,4.67,liver,C8B,C8B__P07358
8409,P07358,4.94,plasma,4.74,liver,C8B,C8B__P07358
8410,P22792,4.94,plasma,4.31,liver,CPN2,CPN2__P22792
8411,C9JXI5,4.94,plasma,4.23,liver,TMEM198,TMEM198__C9JXI5
8412,P13671,4.94,plasma,5.04,liver,C6,C6__P13671
8413,P43251,4.95,plasma,4.8,liver,BTD,BTD__P43251
8414,A0A0C4DH24,4.95,plasma,4.32,liver,IGKV6-21,IGKV6-21__A0A0C4DH24
8415,P01742,4.95,plasma,5.12,liver,IGHV1-69,IGHV1-69__P01742
8416,O75882,4.95,plasma,4.28,liver,ATRN,ATRN__O75882
8417,E9PHK0,4.95,plasma,4.71,liver,CLEC3B,CLEC3B__E9PHK0
8418,C9JXI5,4.95,plasma,6.28,liver,TMEM198,TMEM198__C9JXI5
8419,A0A182DWH7,4.95,plasma,5.14,liver,SELENOP,SELENOP__A0A182DWH7
8420,A0A075B6R9,4.95,plasma,4.71,liver,IGKV2D-24;IGKV2-24,IGKV2D-24;IGKV2-24__A0A075B6R9
8421,Q16610,4.95,plasma,4.39,liver,ECM1,ECM1__Q16610
8422,P18428,4.95,plasma,4.16,liver,LBP,LBP__P18428
8423,P35908,4.95,plasma,5.54,liver,KRT2,KRT2__P35908
8424,P01742,4.95,plasma,5.25,liver,IGHV1-69,IGHV1-69__P01742
8425,P06310,4.95,plasma,5.79,liver,P06310,P06310__P06310
8426,P18428,4.95,plasma,3.95,liver,LBP,LBP__P18428
8427,P21333-2,4.95,plasma,6.07,liver,P21333-2,P21333-2__P21333-2
8428,P01721,4.95,plasma,5.58,liver,IGLV6-57,IGLV6-57__P01721
8429,P0DJI8,4.95,plasma,5.11,liver,SAA1,SAA1__P0DJI8
8430,C9JXI5,4.95,plasma,5.88,liver,TMEM198,TMEM198__C9JXI5
8431,P00742,4.95,plasma,4.18,liver,F10,F10__P00742
8432,P0C0L4,4.95,plasma,5.78,liver,C4A,C4A__P0C0L4
8433,P02766,4.95,plasma,5.71,liver,TTR,TTR__P02766
8434,Q06033,4.95,plasma,4.54,liver,ITIH3,ITIH3__Q06033
8435,P06276,4.95,plasma,5.06,liver,BCHE,BCHE__P06276
8436,P22792,4.95,plasma,4.64,liver,CPN2,CPN2__P22792
8437,P02042,4.95,plasma,7.5,liver,HBD,HBD__P02042
8438,P43251,4.95,plasma,4.6,liver,BTD,BTD__P43251
8439,O75636,4.95,plasma,4.39,liver,FCN3,FCN3__O75636
8440,P01742,4.95,plasma,5.37,liver,IGHV1-69,IGHV1-69__P01742
8441,A0A0C4DH31,4.95,plasma,5.26,liver,IGHV1-18,IGHV1-18__A0A0C4DH31
8442,P69905,4.95,plasma,8.17,liver,HBA2,HBA2__P69905
8443,A6XND0,4.95,plasma,4.68,liver,IGFBP3,IGFBP3__A6XND0
8444,P00488,4.95,plasma,4.84,liver,F13A1,F13A1__P00488
8445,P13671,4.95,plasma,4.52,liver,C6,C6__P13671
8446,B1AHL2,4.95,plasma,4.97,liver,FBLN1,FBLN1__B1AHL2
8447,O75882,4.95,plasma,4.38,liver,ATRN,ATRN__O75882
8448,P00915,4.95,plasma,6.38,liver,CA1,CA1__P00915
8449,Q13790,4.95,plasma,4.25,liver,APOF,APOF__Q13790
8450,P00488,4.95,plasma,4.44,liver,F13A1,F13A1__P00488
8451,O14791,4.95,plasma,4.48,liver,APOL1,APOL1__O14791
8452,P10643,4.95,plasma,4.42,liver,C7,C7__P10643
8453,A0A0C4DH38,4.95,plasma,4.7,liver,IGHV5-51,IGHV5-51__A0A0C4DH38
8454,A0A087X1J7,4.95,plasma,4.81,liver,GPX3,GPX3__A0A087X1J7
8455,E9PHK0,4.95,plasma,4.62,liver,CLEC3B,CLEC3B__E9PHK0
8456,P22792,4.95,plasma,4.12,liver,CPN2,CPN2__P22792
8457,A6XND0,4.95,plasma,4.66,liver,IGFBP3,IGFBP3__A6XND0
8458,O75636,4.95,plasma,4.33,liver,FCN3,FCN3__O75636
8459,O75882,4.95,plasma,4.4,liver,ATRN,ATRN__O75882
8460,P06276,4.95,plasma,4.8,liver,BCHE,BCHE__P06276
8461,P13671,4.95,plasma,4.98,liver,C6,C6__P13671
8462,P01742,4.95,plasma,5.26,liver,IGHV1-69,IGHV1-69__P01742
8463,O75636,4.95,plasma,4.41,liver,FCN3,FCN3__O75636
8464,P00488,4.95,plasma,4.81,liver,F13A1,F13A1__P00488
8465,P29622,4.95,plasma,4.71,liver,SERPINA4,SERPINA4__P29622
8466,P02766,4.95,plasma,5.67,liver,TTR,TTR__P02766
8467,A0A0A0MSV6,4.95,plasma,5.33,liver,A0A0A0MSV6,A0A0A0MSV6__A0A0A0MSV6
8468,A0A182DWH7,4.95,plasma,5.13,liver,SELENOP,SELENOP__A0A182DWH7
8469,A0A087X1J7,4.95,plasma,4.78,liver,GPX3,GPX3__A0A087X1J7
8470,Q562R1,4.95,plasma,7.56,liver,ACTBL2,ACTBL2__Q562R1
8471,P01721,4.96,plasma,5.53,liver,IGLV6-57,IGLV6-57__P01721
8472,O14791,4.96,plasma,4.96,liver,APOL1,APOL1__O14791
8473,E9PHK0,4.96,plasma,4.84,liver,CLEC3B,CLEC3B__E9PHK0
8474,P08519,4.96,plasma,5.21,liver,LPA,LPA__P08519
8475,Q06033,4.96,plasma,4.44,liver,ITIH3,ITIH3__Q06033
8476,A0A087X1J7,4.96,plasma,4.88,liver,GPX3,GPX3__A0A087X1J7
8477,P05543,4.96,plasma,4.33,liver,SERPINA7,SERPINA7__P05543
8478,A0A0B4J1V0,4.96,plasma,4.37,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8479,Q15811,4.96,plasma,4.77,liver,Q15811,Q15811__Q15811
8480,P06276,4.96,plasma,4.8,liver,BCHE,BCHE__P06276
8481,P10643,4.96,plasma,4.06,liver,C7,C7__P10643
8482,P01714,4.96,plasma,4.68,liver,IGLV3-19,IGLV3-19__P01714
8483,P00488,4.96,plasma,4.7,liver,F13A1,F13A1__P00488
8484,Q15811,4.96,plasma,5.35,liver,Q15811,Q15811__Q15811
8485,P22792,4.96,plasma,4.89,liver,CPN2,CPN2__P22792
8486,P00488,4.96,plasma,5.2,liver,F13A1,F13A1__P00488
8487,P80108,4.96,plasma,5.0,liver,GPLD1,GPLD1__P80108
8488,A0A0B4J1V0,4.96,plasma,4.26,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8489,P61626,4.96,plasma,5.43,liver,LYZ,LYZ__P61626
8490,A6XND0,4.96,plasma,4.62,liver,IGFBP3,IGFBP3__A6XND0
8491,P10643,4.96,plasma,3.96,liver,C7,C7__P10643
8492,A0A0A0MTS7,4.96,plasma,5.51,liver,TTN,TTN__A0A0A0MTS7
8493,P01714,4.96,plasma,4.39,liver,IGLV3-19,IGLV3-19__P01714
8494,A0A0C4DH67,4.96,plasma,3.33,liver,IGKV1-8,IGKV1-8__A0A0C4DH67
8495,P06310,4.96,plasma,6.04,liver,P06310,P06310__P06310
8496,A0A0A0MS09,4.96,plasma,4.42,liver,IGHD,IGHD__A0A0A0MS09
8497,P13671,4.96,plasma,4.92,liver,C6,C6__P13671
8498,P29622,4.96,plasma,4.74,liver,SERPINA4,SERPINA4__P29622
8499,P12111,4.96,plasma,6.66,liver,COL6A3,COL6A3__P12111
8500,E9PHK0,4.96,plasma,4.72,liver,CLEC3B,CLEC3B__E9PHK0
8501,P29622,4.96,plasma,4.83,liver,SERPINA4,SERPINA4__P29622
8502,P06276,4.96,plasma,4.46,liver,BCHE,BCHE__P06276
8503,A0A0C4DH24,4.96,plasma,4.63,liver,IGKV6-21,IGKV6-21__A0A0C4DH24
8504,P13671,4.96,plasma,4.66,liver,C6,C6__P13671
8505,P02766,4.96,plasma,5.88,liver,TTR,TTR__P02766
8506,P13671,4.96,plasma,4.35,liver,C6,C6__P13671
8507,Q06033,4.96,plasma,4.66,liver,ITIH3,ITIH3__Q06033
8508,Q06033,4.96,plasma,4.44,liver,ITIH3,ITIH3__Q06033
8509,A0A0C4DH67,4.96,plasma,4.16,liver,IGKV1-8,IGKV1-8__A0A0C4DH67
8510,P13671,4.96,plasma,5.03,liver,C6,C6__P13671
8511,P10643,4.96,plasma,4.1,liver,C7,C7__P10643
8512,A0A0C4DH24,4.96,plasma,4.36,liver,IGKV6-21,IGKV6-21__A0A0C4DH24
8513,P01721,4.96,plasma,5.48,liver,IGLV6-57,IGLV6-57__P01721
8514,B1AHL2,4.96,plasma,4.75,liver,FBLN1,FBLN1__B1AHL2
8515,P18428,4.96,plasma,4.46,liver,LBP,LBP__P18428
8516,P18428,4.96,plasma,3.64,liver,LBP,LBP__P18428
8517,P06276,4.96,plasma,4.42,liver,BCHE,BCHE__P06276
8518,P01742,4.96,plasma,5.1,liver,IGHV1-69,IGHV1-69__P01742
8519,A0A0B4J1V0,4.96,plasma,4.33,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8520,Q08380,4.96,plasma,5.41,liver,LGALS3BP,LGALS3BP__Q08380
8521,A0A182DWH7,4.96,plasma,4.89,liver,SELENOP,SELENOP__A0A182DWH7
8522,O75882,4.96,plasma,4.27,liver,ATRN,ATRN__O75882
8523,A0A0B4J1Y9,4.96,plasma,5.44,liver,IGHV3-72,IGHV3-72__A0A0B4J1Y9
8524,A0A0C4DH38,4.96,plasma,5.2,liver,IGHV5-51,IGHV5-51__A0A0C4DH38
8525,P06310,4.96,plasma,5.12,liver,P06310,P06310__P06310
8526,A6XND0,4.96,plasma,4.68,liver,IGFBP3,IGFBP3__A6XND0
8527,P29622,4.96,plasma,4.81,liver,SERPINA4,SERPINA4__P29622
8528,P69905,4.96,plasma,7.55,liver,HBA2,HBA2__P69905
8529,O75882,4.96,plasma,3.94,liver,ATRN,ATRN__O75882
8530,Q15907,4.96,plasma,5.93,liver,Q15907,Q15907__Q15907
8531,A0A087X1J7,4.96,plasma,4.68,liver,GPX3,GPX3__A0A087X1J7
8532,E9PAQ1,4.96,plasma,4.46,liver,E9PAQ1,E9PAQ1__E9PAQ1
8533,O14791,4.96,plasma,4.31,liver,APOL1,APOL1__O14791
8534,P02766,4.96,plasma,5.61,liver,TTR,TTR__P02766
8535,O75882,4.96,plasma,4.52,liver,ATRN,ATRN__O75882
8536,P62495,4.96,plasma,4.97,liver,P62495,P62495__P62495
8537,P06310,4.96,plasma,4.97,liver,P06310,P06310__P06310
8538,E9PHK0,4.96,plasma,4.9,liver,CLEC3B,CLEC3B__E9PHK0
8539,A0A075B6R2,4.96,plasma,4.32,liver,IGHV4-4,IGHV4-4__A0A075B6R2
8540,P80108,4.96,plasma,4.85,liver,GPLD1,GPLD1__P80108
8541,P18428,4.96,plasma,3.81,liver,LBP,LBP__P18428
8542,P80108,4.96,plasma,4.45,liver,GPLD1,GPLD1__P80108
8543,A0A182DWH7,4.96,plasma,4.65,liver,SELENOP,SELENOP__A0A182DWH7
8544,P05783,4.96,plasma,7.57,liver,P05783,P05783__P05783
8545,O75882,4.96,plasma,4.49,liver,ATRN,ATRN__O75882
8546,P22792,4.96,plasma,4.76,liver,CPN2,CPN2__P22792
8547,P00488,4.96,plasma,4.47,liver,F13A1,F13A1__P00488
8548,P02766,4.96,plasma,5.78,liver,TTR,TTR__P02766
8549,O75882,4.96,plasma,4.33,liver,ATRN,ATRN__O75882
8550,P13671,4.96,plasma,4.9,liver,C6,C6__P13671
8551,A0A0B4J1Y9,4.96,plasma,5.49,liver,IGHV3-72,IGHV3-72__A0A0B4J1Y9
8552,A0A0B4J1V0,4.96,plasma,4.31,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8553,O75882,4.97,plasma,4.14,liver,ATRN,ATRN__O75882
8554,P02766,4.97,plasma,5.73,liver,TTR,TTR__P02766
8555,O75882,4.97,plasma,3.75,liver,ATRN,ATRN__O75882
8556,P02766,4.97,plasma,5.82,liver,TTR,TTR__P02766
8557,O75636,4.97,plasma,4.68,liver,FCN3,FCN3__O75636
8558,O14791,4.97,plasma,4.51,liver,APOL1,APOL1__O14791
8559,B1AHL2,4.97,plasma,4.64,liver,FBLN1,FBLN1__B1AHL2
8560,P01714,4.97,plasma,4.76,liver,IGLV3-19,IGLV3-19__P01714
8561,O75882,4.97,plasma,4.37,liver,ATRN,ATRN__O75882
8562,P29622,4.97,plasma,4.93,liver,SERPINA4,SERPINA4__P29622
8563,A6XND0,4.97,plasma,4.79,liver,IGFBP3,IGFBP3__A6XND0
8564,P05543,4.97,plasma,4.38,liver,SERPINA7,SERPINA7__P05543
8565,O75882,4.97,plasma,3.69,liver,ATRN,ATRN__O75882
8566,P10643,4.97,plasma,3.94,liver,C7,C7__P10643
8567,P02750,4.97,plasma,4.96,liver,LRG1,LRG1__P02750
8568,Q15811,4.97,plasma,4.68,liver,Q15811,Q15811__Q15811
8569,E9PHK0,4.97,plasma,4.96,liver,CLEC3B,CLEC3B__E9PHK0
8570,P06310,4.97,plasma,4.68,liver,P06310,P06310__P06310
8571,A0A075B6R9,4.97,plasma,4.41,liver,IGKV2D-24;IGKV2-24,IGKV2D-24;IGKV2-24__A0A075B6R9
8572,P12111,4.97,plasma,6.42,liver,COL6A3,COL6A3__P12111
8573,P06310,4.97,plasma,5.76,liver,P06310,P06310__P06310
8574,P06310,4.97,plasma,5.28,liver,P06310,P06310__P06310
8575,P69905,4.97,plasma,7.58,liver,HBA2,HBA2__P69905
8576,A0A0B4J1Y9,4.97,plasma,4.51,liver,IGHV3-72,IGHV3-72__A0A0B4J1Y9
8577,Q9Y5Y7,4.97,plasma,3.59,liver,LYVE1,LYVE1__Q9Y5Y7
8578,P01742,4.97,plasma,5.25,liver,IGHV1-69,IGHV1-69__P01742
8579,O75882,4.97,plasma,3.85,liver,ATRN,ATRN__O75882
8580,A0A0A0MTS7,4.97,plasma,5.28,liver,TTN,TTN__A0A0A0MTS7
8581,P02741,4.97,plasma,4.78,liver,CRP,CRP__P02741
8582,P80108,4.97,plasma,4.63,liver,GPLD1,GPLD1__P80108
8583,P01721,4.97,plasma,5.18,liver,IGLV6-57,IGLV6-57__P01721
8584,P00739,4.97,plasma,5.09,liver,HPR,HPR__P00739
8585,P06310,4.97,plasma,5.11,liver,P06310,P06310__P06310
8586,Q08380,4.97,plasma,5.13,liver,LGALS3BP,LGALS3BP__Q08380
8587,P01714,4.97,plasma,4.78,liver,IGLV3-19,IGLV3-19__P01714
8588,A0A0A0MS09,4.97,plasma,4.61,liver,IGHD,IGHD__A0A0A0MS09
8589,P0DJI8,4.97,plasma,5.02,liver,SAA1,SAA1__P0DJI8
8590,A0A0C4DH31,4.97,plasma,4.93,liver,IGHV1-18,IGHV1-18__A0A0C4DH31
8591,P80108,4.97,plasma,4.67,liver,GPLD1,GPLD1__P80108
8592,P69891,4.97,plasma,6.28,liver,HBG1,HBG1__P69891
8593,P16930,4.97,plasma,5.82,liver,FAH,FAH__P16930
8594,Q06033,4.97,plasma,4.59,liver,ITIH3,ITIH3__Q06033
8595,A0A182DWH7,4.97,plasma,5.07,liver,SELENOP,SELENOP__A0A182DWH7
8596,P10643,4.97,plasma,3.86,liver,C7,C7__P10643
8597,O75882,4.97,plasma,4.6,liver,ATRN,ATRN__O75882
8598,A0A0B4J1V0,4.97,plasma,4.38,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8599,P10643,4.97,plasma,4.08,liver,C7,C7__P10643
8600,P12111,4.97,plasma,6.43,liver,COL6A3,COL6A3__P12111
8601,P80108,4.97,plasma,4.68,liver,GPLD1,GPLD1__P80108
8602,A0A087X1J7,4.97,plasma,5.08,liver,GPX3,GPX3__A0A087X1J7
8603,A0A075B6R9,4.97,plasma,4.54,liver,IGKV2D-24;IGKV2-24,IGKV2D-24;IGKV2-24__A0A075B6R9
8604,P07358,4.97,plasma,4.77,liver,C8B,C8B__P07358
8605,A0A0A0MTS7,4.97,plasma,5.83,liver,TTN,TTN__A0A0A0MTS7
8606,P05783,4.97,plasma,7.52,liver,P05783,P05783__P05783
8607,P07358,4.97,plasma,4.74,liver,C8B,C8B__P07358
8608,P01833,4.97,plasma,3.41,liver,PIGR,PIGR__P01833
8609,P13671,4.97,plasma,5.64,liver,C6,C6__P13671
8610,A0A0B4J1V0,4.97,plasma,4.23,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8611,P05783,4.97,plasma,7.7,liver,P05783,P05783__P05783
8612,P01721,4.97,plasma,5.07,liver,IGLV6-57,IGLV6-57__P01721
8613,P29622,4.97,plasma,4.84,liver,SERPINA4,SERPINA4__P29622
8614,P29622,4.98,plasma,4.76,liver,SERPINA4,SERPINA4__P29622
8615,Q06033,4.98,plasma,4.47,liver,ITIH3,ITIH3__Q06033
8616,A0A0C4DH31,4.98,plasma,5.07,liver,IGHV1-18,IGHV1-18__A0A0C4DH31
8617,Q14126,4.98,plasma,4.47,liver,DSG2,DSG2__Q14126
8618,E9PHK0,4.98,plasma,4.72,liver,CLEC3B,CLEC3B__E9PHK0
8619,P16157,4.98,plasma,4.81,liver,P16157,P16157__P16157
8620,P01742,4.98,plasma,5.27,liver,IGHV1-69,IGHV1-69__P01742
8621,Q06033,4.98,plasma,4.7,liver,ITIH3,ITIH3__Q06033
8622,P29622,4.98,plasma,4.8,liver,SERPINA4,SERPINA4__P29622
8623,P00488,4.98,plasma,4.52,liver,F13A1,F13A1__P00488
8624,P05783,4.98,plasma,7.54,liver,P05783,P05783__P05783
8625,P13671,4.98,plasma,5.12,liver,C6,C6__P13671
8626,A0A0G2JRQ6,4.98,plasma,5.39,liver,A0A0G2JRQ6,A0A0G2JRQ6__A0A0G2JRQ6
8627,P01714,4.98,plasma,4.69,liver,IGLV3-19,IGLV3-19__P01714
8628,O75882,4.98,plasma,4.42,liver,ATRN,ATRN__O75882
8629,A0A0B4J1V0,4.98,plasma,4.39,liver,IGHV3-15,IGHV3-15__A0A0B4J1V0
8630,P29622,4.98,plasma,4.67,liver,SERPINA4,SERPINA4__P29622
8631,P43251,4.98,plasma,4.76,liver,BTD,BTD__P43251
8632,O75882,4.98,plasma,4.47,liver,ATRN,ATRN__O75882
8633,A0A0A0MS09,4.98,plasma,4.63,liver,IGHD,IGHD__A0A0A0MS09
